ELSI Export,,,,,,,,,,,
,,,,,,,,,,,
National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/,,,,,,,,,,,
,,,,,,,,,,,
This is a Public School based table with the following filters applied: State(s) (All Years): OHIO,,,,,,,,,,,
,,,,,,,,,,,
School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2018-19,County Name [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
GREEN MIDDLE SCHOOL,Ohio,Green Local,Wayne County,44677,Smithville,296,–,–,–,15.85,18.68
GREEN PRIMARY ELEMENTARY SCHOOL,Ohio,Green Local,Scioto County,45629,Franklin Furnace,156,143,8,151,10,15.6
GREEN PRIMARY SCHOOL,Ohio,Green Local,Summit County,44685,Uniontown,881,177,31,208,46,19.15
GREEN SPRINGS ELEMENTARY SCHOOL,Ohio,Clyde-Green Springs Exempted Village,Sandusky County,44836,Green Springs,509,222,47,269,30,16.97
GREEN VALLEY ELEMENTARY SCHOOL,Ohio,Parma City,Cuyahoga County,44134,Parma,335,79,15,94,17.17,19.51
GREENBRIAR MIDDLE SCHOOL,Ohio,Parma City,Cuyahoga County,44130,Parma,857,404,68,472,43,19.93
GREENE COUNTY CAREER CENTER,Ohio,Greene County Vocational School District,Greene County,45385,Xenia,0,–,–,–,37,0
GREENEVIEW ELEMENTARY SCHOOL,Ohio,Greeneview Local,Greene County,45335,Jamestown,542,140,35,175,26,20.85
GREENEVIEW HIGH SCHOOL,Ohio,Greeneview Local,Greene County,45335,Jamestown,376,81,24,105,25.57,14.7
GREENEVIEW MIDDLE SCHOOL,Ohio,Greeneview Local,Greene County,45335,Jamestown,414,102,20,122,25,16.56
GREENFIELD ELEMENTARY SCHOOL,Ohio,Greenfield Exempted Village,Highland County,45123,Greenfield,543,244,31,275,27,20.11
GREENFIELD MIDDLE SCHOOL,Ohio,Greenfield Exempted Village,Highland County,45123,Greenfield,449,223,36,259,24,18.71
GREENMONT ELEMENTARY SCHOOL,Ohio,Kettering City School District,Montgomery County,45420,Kettering,379,154,31,185,19.88,19.06
GREENON HIGH SCHOOL,Ohio,Greenon Local,Clark County,45502,Springfield,404,173,41,214,31,13.03
GREENON JR. HIGH SCHOOL,Ohio,Greenon Local,Clark County,45502,Springfield,226,196,27,223,13.5,16.74
GREENSVIEW ELEMENTARY SCHOOL,Ohio,Upper Arlington City,Franklin County,43220,Upper Arlington,490,9,0,9,27.65,17.72
GREENTOWN INTERMEDIATE  SCHOOL,Ohio,North Canton City,Stark County,44720,North Canton,494,61,14,75,25.3,19.53
GREENVIEW UPPER ELEMENTARY SCHOOL,Ohio,South Euclid-Lyndhurst City,Cuyahoga County,44121,South Euclid,703,357,88,445,40.55,17.34
GREENVILLE ELEMENTARY SCHOOL,Ohio,Greenville City,Darke County,45331,Greenville,878,–,–,–,53,16.57
GREENVILLE MIDDLE SCHOOL,Ohio,Greenville City,Darke County,45331,Greenville,763,–,–,–,38,20.08
GREENVILLE SENIOR HIGH SCHOOL,Ohio,Greenville City,Darke County,45331,Greenville,858,267,74,341,53.03,16.18
GREENWOOD EARLY LEARNING CENTER,Ohio,Green Local,Summit County,44232,Green,372,56,10,66,21.5,17.3
GREENWOOD ELEMENTARY SCHOOL,Ohio,Washington Local,Lucas County,43612,Toledo,519,311,41,352,24.55,21.14
GRIFFITH THOMAS ELEMENTARY SCHOOL,Ohio,Dublin City,Franklin County,43017,Dublin,809,163,21,184,36.5,22.16
GRINDSTONE ELEMENTARY SCHOOL,Ohio,Berea City,Cuyahoga County,44017,Berea,702,173,33,206,37,18.97
GROVE CITY HIGH SCHOOL,Ohio,South-Western City,Franklin County,43123,Grove City,1897,264,67,331,93.46,20.3
GROVE PATTERSON ACADEMY ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43606,Toledo,386,122,29,151,23,16.78
GROVEPORT COMMUNITY SCHOOL,Ohio,Groveport Community School,Franklin County,43125,Groveport,785,–,–,–,39,20.13
GROVEPORT ELEMENTARY SCHOOL,Ohio,Groveport Madison Local,Franklin County,43125,Groveport,422,–,–,–,20,21.1
GROVEPORT MADISON HIGH SCHOOL,Ohio,Groveport Madison Local,Franklin County,43125,Groveport,1693,855,125,980,95.05,17.81
GROVEPORT MADISON MIDDLE SCHOOL CENTRAL,Ohio,Groveport Madison Local,Franklin County,43125,Groveport,452,392,57,449,24.33,18.58
GROVEPORT MADISON MIDDLE SCHOOL NORTH,Ohio,Groveport Madison Local,Franklin County,43232,Columbus,506,283,47,330,29.7,17.04
GROVEPORT MADISON MIDDLE SCHOOL SOUTH,Ohio,Groveport Madison Local,Franklin County,43125,Groveport,453,303,42,345,24.25,18.68
GROVER HILL ELEMENTARY SCHOOL,Ohio,Wayne Trace Local,Paulding County,45849,Grover Hill,247,85,19,104,13,19
GURNEY ELEMENTARY SCHOOL,Ohio,Chagrin Falls Exempted Village,Geauga County,44022,Chagrin Falls,489,18,2,20,29,16.86
H G BLAKE ELEMENTARY SCHOOL,Ohio,Medina City SD,Medina County,44256,Medina,482,65,14,79,25.83,18.66
HADLEY E WATTS MIDDLE SCHOOL,Ohio,Centerville City,Montgomery County,45459,Dayton,701,81,27,108,45.36,15.45
HALLE,Ohio,Cleveland Municipal,Cuyahoga County,44102,Cleveland,373,–,–,–,30.01,12.43
HAMERSVILLE ELEMENTARY SCHOOL,Ohio,Western Brown Local,Brown County,45130,Hamersville,645,280,48,328,31.25,20.64
HAMILTON CNTY MATH & SCIENCE,Ohio,Hamilton Cnty Math & Science,Hamilton County,45231,Cincinnati,618,367,68,435,32,19.31
HAMILTON ELEMENTARY SCHOOL,Ohio,Elyria City Schools,Lorain County,44035,Elyria,456,390,39,429,28.62,15.93
HAMILTON ELEMENTARY SCHOOL,Ohio,Hamilton Local,Franklin County,43207,Columbus,939,477,110,587,50,18.78
HAMILTON HIGH SCHOOL,Ohio,Hamilton City,Butler County,45013,Hamilton,2607,918,127,1045,127.94,20.38
HAMILTON INTERMEDIATE SCHOOL,Ohio,Hamilton Local,Franklin County,43207,Columbus,750,372,99,471,29,25.86
HAMILTON LOCAL PRESCHOOL,OHIO,Hamilton Local,Franklin County,43207,Columbus,155,–,–,–,0,†
HAMILTON MIDDLE SCHOOL,Ohio,Hamilton Local,Franklin County,43207,Columbus,434,200,56,256,23,18.87
HAMILTON STEM ACADEMY (K-6),Ohio,Columbus City School District,Franklin County,43211,Columbus,447,–,–,–,19,23.53
HAMILTON TOWNSHIP HIGH SCHOOL,Ohio,Hamilton Local,Franklin County,43207,Columbus,816,341,85,426,40.5,20.15
HAMILTON-MAINEVILLE ELEMENTARY SCHOOL,Ohio,Little Miami Local,Warren County,45039,Maineville,471,51,6,57,23.5,20.04
HAMPTON BENNETT EARLY CHILDHOOD CENTER,Ohio,Franklin City,Warren County,45005,Franklin,191,137,17,154,9,21.22
HANBY BUILDING ELEMENTARY SCHOOL,Ohio,Westerville City,Franklin County,43081,Westerville,253,45,22,67,11.5,22
HANNAH CRAWFORD ELEMENTARY SCHOOL GRADES 3 -5,Ohio,Colonel Crawford Local,Crawford County,44827,Crestline,215,57,26,83,13.02,16.51
HANNAH CRAWFORD ELEMENTARY SCHOOL PREK-GRADE 2,Ohio,Colonel Crawford Local,Crawford County,44827,Crestline,251,46,17,63,11.83,21.22
HANNAH GIBBONS-NOTTINGHAM ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44110,Cleveland,275,–,–,–,16.01,17.18
HANNAH J ASHTON MIDDLE SCHOOL,Ohio,Reynoldsburg City,Franklin County,43068,Reynoldsburg,569,336,72,408,31.29,18.18
HANNAN TRACE ELEMENTARY SCHOOL,Ohio,Gallia County Local,Gallia County,45623,Crown City,227,–,–,–,16.55,13.72
HARDIN COMMUNITY SCHOOL,Ohio,Hardin Community School,Hardin County,43326,Kenton,32,24,5,29,2,16
HARDIN HOUSTON ELEMENTARY SCHOOL,Ohio,Hardin-Houston Local,Shelby County,45333,Houston,429,–,–,–,25,17.16
HARDIN NORTHERN ELEMENTARY SCHOOL,Ohio,Hardin Northern Local,Hardin County,45835,Dola,224,–,–,–,16,14
HARDIN NORTHERN HIGH SCHOOL,Ohio,Hardin Northern Local,Hardin County,45835,Dola,185,130,39,169,16,11.56
HARDING ELEMENTARY SCHOOL,Ohio,Youngstown City,Mahoning County,44504,Youngstown,350,–,–,–,28,12.5
HARDING HIGH SCHOOL,Ohio,Marion City,Marion County,43302,Marion,1105,–,–,–,64.38,17.16
HARDING MIDDLE SCHOOL,Ohio,Lakewood City,Cuyahoga County,44107,Lakewood,582,164,11,175,33.22,17.52
HARDING MIDDLE SCHOOL,Ohio,Steubenville City,Jefferson County,43952,Steubenville,744,–,–,–,42.5,17.51
HARLAN-BUTLERVILLE ELEMENTARY SCHOOL,Ohio,Little Miami Local,Warren County,45107,Blanchester,270,59,8,67,14.6,18.49
HARMAN ELEMENTARY SCHOOL,Ohio,Oakwood City,Montgomery County,45419,Dayton,419,3,0,3,25,16.76
HARMON MIDDLE SCHOOL,Ohio,Pickerington Local,Fairfield County,43147,Pickerington,547,187,40,227,30.83,17.74
HARMON MIDDLE SCHOOL,Ohio,Aurora City,Portage County,44202,Aurora,676,29,12,41,36.17,18.69
HAROLD LEWIS CENTER SCHOOL,OHIO,Marysville Exempted Village,Union County,43040,Marysville,0,–,–,–,0,†
HAROLD SCHNELL ELEMENTARY SCHOOL,Ohio,West Carrollton City,Montgomery County,45449,West Carrollton,442,178,45,223,21.9,20.18
HARRIS/JACKSON COMMUNITY LEARNING CENTER,Ohio,Akron City,Summit County,44310,Akron,563,–,–,–,36,15.64
HARRISBURG PIKE COMMUNITY SCHOOL,Ohio,Harrisburg Pike Community School,Franklin County,43223,Columbus,222,–,–,–,9,24.67
HARRISON CAREER CENTER,Ohio,Belmont-Harrison,Harrison County,43907,Cadiz,0,–,–,–,9.43,0
HARRISON CENTRAL ELEMENTARY SCHOOL,Ohio,Harrison Hills City,Harrison County,43976,Hopedale,552,285,39,324,25.8,21.4
HARRISON CENTRAL JR./SR. HIGH SCHOOL,Ohio,Harrison Hills City,Harrison County,43907,Cadiz,619,285,41,326,31.8,19.47
HARRISON ELEMENTARY SCHOOL,Ohio,Southwest Local,Hamilton County,45030,Harrison,576,198,28,226,24.6,23.41
HARRISON ELEMENTARY SCHOOL,Ohio,Lakewood City,Cuyahoga County,44107,Lakewood,362,251,25,276,19.58,18.49
HARRISON MIDDLE SCHOOL,Ohio,Southwest Local,Hamilton County,45030,Harrison,1007,310,75,385,41.32,24.37
HARRISON NORTH ELEMENTARY SCHOOL,Ohio,Harrison Hills City,Harrison County,43988,Scio,307,182,19,201,17.2,17.85
HARRY RUSSELL ELEMENTARY SCHOOL,Ohio,West Carrollton City,Montgomery County,45449,West Carrollton,380,220,29,249,17,22.35
HARTER ELEMENTARY SCHOOL,Ohio,Canton City,Stark County,44708,Canton,398,–,–,–,22.8,17.46
HARTWELL SCHOOL,Ohio,Cincinnati Public Schools,Hamilton County,45216,Cincinnati,565,–,–,–,30.5,18.52
HARVARD AVENUE PERFORMANCE ACADEMY,Ohio,Harvard Avenue Performance Academy,Cuyahoga County,44105,Cleveland,338,–,–,–,16.75,20.18
HARVARD ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43614,Toledo,366,–,–,–,24,15.25
HARVEY HIGH SCHOOL,Ohio,Painesville City Local,Lake County,44077,Painesville,859,528,102,630,37.09,23.16
HARVEY RICE ELEMENTARY SCHOOL,Ohio,Cleveland Municipal,Cuyahoga County,44120,Cleveland,465,–,–,–,30,15.5
HASTINGS MIDDLE SCHOOL,Ohio,Upper Arlington City,Franklin County,43220,Upper Arlington,675,–,–,–,54.9,12.3
HATTON CLC,Ohio,Akron City,Summit County,44312,Akron,494,–,–,–,29.3,16.86
HAWKINS ELEMENTARY SCHOOL,Ohio,Toledo City,Lucas County,43615,Toledo,411,–,–,–,27,15.22
HAWTHORNE ELEMENTARY SCHOOL,Ohio,Lorain City,Lorain County,44052,Lorain,249,–,–,–,16.6,15
HAWTHORNE ELEMENTARY SCHOOL,Ohio,Westerville City,Franklin County,43231,Columbus,733,349,63,412,30.2,24.27
HAYES ELEMENTARY SCHOOL,Ohio,Lakewood City,Cuyahoga County,44107,Lakewood,355,75,14,89,17.92,19.81
HAYES ELEMENTARY SCHOOL,Ohio,Fremont City,Sandusky County,43420,Fremont,266,–,–,–,14.3,18.6
HAYES INTERMEDIATE SCHOOL,Ohio,South-Western City,Franklin County,43123,Grove City,482,82,22,104,25.15,19.17
HAYWARD MIDDLE SCHOOL,Ohio,Springfield City School District,Clark County,45505,Springfield,314,–,–,–,24,13.08
HAZEL HARVEY ELEMENTARY SCHOOL,Ohio,Chippewa Local,Wayne County,44230,Doylestown,283,82,23,105,14.5,19.52
HEAD START,Ohio,Celina City,Mercer County,45822,Celina,0,–,–,–,4,0
HEADSTART EASTLAND,OHIO,Newark City,Licking County,43055,Newark,0,–,–,–,0,†
HEARTLAND EARLY LEARNING PROGRAM,OHIO,Orrville City,Wayne County,44667,Orrville,45,–,–,–,2,22.5
HEATH HIGH SCHOOL,Ohio,Heath City,Licking County,43056,Heath,498,136,35,171,24.5,20.33
HEATH MIDDLE SCHOOL,Ohio,Heath City,Licking County,43056,Heath,421,142,33,175,19.6,21.48
HEBRON ELEMENTARY SCHOOL,Ohio,Lakewood Local,Licking County,43025,Hebron,413,168,30,198,24,17.21
HEIR FORCE COMMUNITY SCHOOL,Ohio,Heir Force Community School,Allen County,45801,Lima,245,–,–,–,11,22.27
HELEN ARNOLD COMMUNITY LEARNING CENTER,Ohio,Akron City,Summit County,44307,Akron,278,–,–,–,20.2,13.76
HELEN STEINER RICE ES,Ohio,Lorain City,Lorain County,44055,Lorain,280,–,–,–,17,16.47
HELKE ELEMENTARY SCHOOL,Ohio,Vandalia-Butler City,Montgomery County,45377,Vandalia,403,105,19,124,18.66,21.6
HENRY DEFER INTERMEDIATE ELEMENTARY SCHOOL,Ohio,Streetsboro City,Portage County,44241,Streetsboro,359,103,17,120,16,22.44
HENRY F LAMUTH MIDDLE SCHOOL,Ohio,Riverside Local,Lake County,44077,Painesville,681,138,37,175,34,20.03
HENRY KARRER MIDDLE SCHOOL,Ohio,Dublin City,Franklin County,43016,Dublin,863,25,3,28,42.5,20.31
HERBERICH PRIMARY ELEMENTARY SCHOOL,Ohio,Copley-Fairlawn City,Summit County,44333,Fairlawn,239,41,13,54,13.32,17.94
HERBERT MILLS ELEMENTARY SCHOOL,Ohio,Reynoldsburg City,Franklin County,43068,Reynoldsburg,447,205,39,244,19,23.53
HERITAGE  MIDDLE SCHOOL,Ohio,Painesville City Local,Lake County,44077,Painesville,640,465,83,548,38.82,16.49
HERITAGE EARLY CHILDHOOD SCHOOL,Ohio,Lakota Local,Butler County,45011,Liberty Twp,570,91,18,109,25,22.8
HERITAGE ELEMENTARY SCHOOL,Ohio,Medina City SD,Medina County,44256,Medina,356,45,15,60,20.86,17.07
HERITAGE ELEMENTARY SCHOOL,Ohio,Olentangy Local,Delaware County,43035,Lewis Center,613,20,5,25,30.2,20.3
HERITAGE ELEMENTARY SCHOOL,Ohio,Lima City,Allen County,45805,Lima,450,–,–,–,27.5,16.36
HERITAGE ELEMENTARY SCHOOL,Ohio,River Valley Local,Marion County,43302,Marion,508,127,47,174,25.35,20.04
HERITAGE ELEMENTARY SCHOOL,Ohio,Pickerington Local,Fairfield County,43147,Pickerington,343,76,12,88,15.1,22.72
HERITAGE HILL ELEMENTARY SCHOOL,Ohio,Princeton City,Hamilton County,45246,Cincinnati,502,430,30,460,30.5,16.46
HERITAGE MIDDLE SCHOOL,Ohio,Newark City,Licking County,43055,Newark,534,319,31,350,24.85,21.49
HERITAGE MIDDLE SCHOOL,Ohio,Westerville City,Delaware County,43082,Westerville,961,399,62,461,52.2,18.41
HERMAN K ANKENEY MIDDLE SCHOOL,Ohio,Beavercreek City,Greene County,45430,Beavercreek,712,92,24,116,45.29,15.72
HESKETT MIDDLE SCHOOL,Ohio,Bedford City,Cuyahoga County,44146,Bedford,519,281,43,324,31,16.74
HEYWOOD ELEMENTARY SCHOOL,Ohio,Troy City,Miami County,45373,Troy,295,138,16,154,14.5,20.34
HIAWATHA ELEMENTARY SCHOOL,Ohio,Washington Local,Lucas County,43613,Toledo,353,144,34,178,18.84,18.74
HICKORY RIDGE ELEMENTARY SCHOOL,Ohio,Brunswick City,Medina County,44212,Brunswick,435,53,15,68,25,17.4
HICKSVILLE ELEMENTARY SCHOOL,Ohio,Hicksville Exempted Village,Defiance County,43526,Hicksville,518,–,–,–,34.5,15.01
HICKSVILLE HIGH SCHOOL,Ohio,Hicksville Exempted Village,Defiance County,43526,Hicksville,389,230,107,337,27.88,13.95
HIGH POINT ELEMENTARY SCHOOL,Ohio,Gahanna-Jefferson City,Franklin County,43230,Gahanna,525,11,0,11,30,17.5
HIGHLAND  ELEMENTARY SCHOOL,Ohio,Highland Local,Morrow County,43334,Marengo,819,233,63,296,48,17.06
HIGHLAND DRIVE ELEMENTARY SCHOOL,Ohio,Brecksville-Broadview Heights City,Cuyahoga County,44141,Brecksville,299,36,15,51,16,18.69
HIGHLAND ELEMENTARY SCHOOL,Ohio,Hamilton City,Butler County,45013,Hamilton,684,414,51,465,32.79,20.86
HIGHLAND ELEMENTARY SCHOOL,Ohio,Sylvania Schools,Lucas County,43560,Sylvania,702,30,18,48,31,22.65
HIGHLAND ELEMENTARY SCHOOL,Ohio,Columbus City School District,Franklin County,43223,Columbus,300,–,–,–,19,15.79
HIGHLAND ELEMENTARY SCHOOL,Ohio,Stow-Munroe Falls City School District,Summit County,44224,Stow,323,51,5,56,14,23.07
HIGHLAND HIGH SCHOOL,Ohio,Highland Local,Medina County,44256,Medina,1046,52,21,73,50.13,20.87
HIGHLAND HIGH SCHOOL,Ohio,Highland Local,Morrow County,43334,Marengo,554,106,34,140,34.8,15.92
HIGHLAND MIDDLE SCHOOL,Ohio,Highland Local,Morrow County,43334,Marengo,431,100,24,124,25,17.24
HIGHLAND MIDDLE SCHOOL,Ohio,Highland Local,Medina County,44256,Medina,782,59,13,72,38,20.58
HIGHLAND PARK ELEMENTARY SCHOOL,Ohio,South-Western City,Franklin County,43123,Grove City,484,281,38,319,26.67,18.15
HIGHVIEW 6TH GRADE CENTER,Ohio,Middletown City,Butler County,45044,Middletown,473,–,–,–,21,22.52
HILAND HIGH SCHOOL,Ohio,East Holmes Local,Holmes County,44654,Millersburg,444,28,23,51,23.75,18.69
HILL COMMUNITY LEARNING CENTER,Ohio,Akron City,Summit County,44306,Akron,353,–,–,–,22.3,15.83
HILL INTERMEDIATE ELEMENTARY SCHOOL,Ohio,Bethel-Tate Local,Clermont County,45106,Bethel,375,150,27,177,19,19.74
HILL VIEW ELEMENTARY SCHOOL,Ohio,Sylvania Schools,Lucas County,43560,Sylvania,419,144,29,173,20.4,20.54
HILLIARD BRADLEY HIGH SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,1686,313,61,374,84.62,19.92
HILLIARD CITY SCHOOL DISTRICT PRESCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,339,–,–,–,12,28.25
HILLIARD CROSSING ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,506,115,26,141,26.5,19.09
HILLIARD DARBY HIGH SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,1611,242,52,294,87.34,18.45
HILLIARD DAVIDSON HIGH SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,1870,321,83,404,95.33,19.62
HILLIARD ELEMENTARY SCHOOL,Ohio,Westlake City,Cuyahoga County,44145,Westlake,342,56,9,65,16.15,21.18
HILLIARD HERITAGE MIDDLE SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,775,141,23,164,46.7,16.6
HILLIARD HORIZON ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43228,Columbus,606,226,42,268,31.5,19.24
HILLIARD MEMORIAL MIDDLE SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,863,192,34,226,43.7,19.75
HILLIARD STATION SIXTH GRADE ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,783,173,39,212,33,23.73
HILLIARD THARP SIXTH GRADE ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,544,103,21,124,34.5,15.77
HILLIARD WEAVER MIDDLE SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,920,159,30,189,52.3,17.59
HILLS ELEMENTARY SCHOOL,Ohio,Indian Creek Local,Jefferson County,43938,Mingo Junction,383,240,25,265,22.93,16.7
HILLSBORO EARLY CHILDHOOD CENTER,Ohio,Hillsboro City,Highland County,45133,Hillsboro,409,–,–,–,22.33,18.32
HILLSBORO HIGH SCHOOL,Ohio,Hillsboro City,Highland County,45133,Hillsboro,700,570,127,697,41,17.07
HILLSBORO INTERMEDIATE SCHOOL,Ohio,Hillsboro City,Highland County,45133,Hillsboro,327,–,–,–,21,15.57
HILLSBORO MIDDLE SCHOOL,Ohio,Hillsboro City,Highland County,45133,Hillsboro,581,–,–,–,33,17.61
HILLSBORO PRIMARY SCHOOL,Ohio,Hillsboro City,Highland County,45133,Hillsboro,325,278,44,322,19,17.11
HILLSDALE ELEMENTARY SCHOOL,Ohio,Hillsdale Local,Ashland County,44838,Hayesville,286,74,25,99,12.98,22.03
HILLSDALE HIGH SCHOOL,Ohio,Hillsdale Local,Ashland County,44840,Jeromesville,219,46,22,68,16.6,13.19
HILLSDALE MIDDLE SCHOOL,Ohio,Hillsdale Local,Ashland County,44840,Jeromesville,276,74,25,99,15.8,17.47
HILLSIDE MIDDLE SCHOOL,Ohio,Parma City,Cuyahoga County,44131,Seven Hills,595,221,48,269,33.5,17.76
HILLTONIA MIDDLE SCHOOL,Ohio,Columbus City School District,Franklin County,43204,Columbus,505,–,–,–,34,14.85
HILLTOP ELEMENTARY SCHOOL,Ohio,Millcreek-West Unity Local,Williams County,43570,West Unity,278,–,–,–,21.5,12.93
HILLTOP ELEMENTARY SCHOOL,Ohio,Beachwood City,Cuyahoga County,44122,Beachwood,303,18,9,27,23.47,12.91
HILLTOP ELEMENTARY SCHOOL,Ohio,Canfield Local,Mahoning County,44406,Canfield,449,43,15,58,22,20.41
HILLTOP ELEMENTARY SCHOOL,Ohio,Wyoming City,Hamilton County,45215,Wyoming,285,11,3,14,13.7,20.8
HILLTOP HIGH SCHOOL,Ohio,Millcreek-West Unity Local,Williams County,43570,West Unity,228,163,62,225,15.38,14.82
HILLVIEW ELEMENTARY SCHOOL,Ohio,Newark City,Licking County,43055,Newark,458,235,21,256,23.83,19.22
HILTON ELEMENTARY SCHOOL,Ohio,Brecksville-Broadview Heights City,Cuyahoga County,44141,Brecksville,376,34,6,40,22,17.09
HINCKLEY ELEMENTARY SCHOOL,Ohio,Highland Local,Medina County,44233,Hinckley,369,29,7,36,19.13,19.29
HOCKING HILLS ELEMENTARY SCHOOL,Ohio,Logan-Hocking Local,Hocking County,43138,Logan,153,–,–,–,9.33,16.4
HOFFMAN TRAILS ELEMENTARY SCHOOL,Ohio,Hilliard City,Franklin County,43026,Hilliard,579,50,14,64,28.5,20.32
HOLDEN ELEMENTARY SCHOOL,Ohio,Kent City,Portage County,44240,Kent,264,136,13,149,13.46,19.61
HOLGATE ELEMENTARY SCHOOL,Ohio,Holgate Local,Henry County,43527,Holgate,197,–,–,–,14,14.07
HOLGATE HIGH SCHOOL,Ohio,Holgate Local,Henry County,43527,Holgate,234,97,43,140,21,11.14
HOLLAND ELEMENTARY SCHOOL,Ohio,Springfield Local,Lucas County,43528,Holland,456,–,–,–,25,18.24
HOLLINGSWORTH EAST ELEMENTARY SCHOOL,Ohio,Eaton Community City,Preble County,45320,Eaton,424,134,19,153,27,15.7
HOLLOWAY ELEMENTARY SCHOOL,Ohio,Springfield Local,Lucas County,43528,Holland,409,162,17,179,24,17.04
HOLLY HILL ELEMENTARY SCHOOL,Ohio,West Clermont Local,Clermont County,45102,Amelia,391,224,21,245,22.34,17.5
HOLLY LANE ELEMENTARY SCHOOL,Ohio,Westlake City,Cuyahoga County,44145,Westlake,224,35,10,45,15.4,14.55
HOLMES ELEMENTARY SCHOOL,OHIO,Deer Park Community City,Hamilton County,45236,Cincinnati,13,–,–,–,0,†
HOLMESVILLE ELEMENTARY SCHOOL,Ohio,Southeast Local,Holmes County,44633,Holmesville,142,48,25,73,8.4,16.9
HOLT CROSSING INTERMEDIATE SCHOOL,Ohio,South-Western City,Franklin County,43123,Grove City,747,472,54,526,39.22,19.05
HOOK ELEMENTARY SCHOOL,Ohio,Troy City,Miami County,45373,Troy,251,72,19,91,11.5,21.83
HOOVER HIGH SCHOOL,Ohio,North Canton City,Stark County,44720,North Canton,1506,151,44,195,75.29,20
HOPE ACADEMY NORTHCOAST,Ohio,Hope Academy Northcoast,Cuyahoga County,44105,Cleveland,311,–,–,–,13,23.92
HOPE ACADEMY NORTHWEST CAMPUS,Ohio,Hope Academy Northwest Campus,Cuyahoga County,44102,Cleveland,226,–,–,–,12.5,18.08
HOPE LEARNING ACADEMY OF TOLEDO,Ohio,Hope Learning Academy of Toledo,Lucas County,43606,Toledo,68,–,–,–,7,9.71
HOPEWELL EARLY CHILDHOOD SCHOOL,Ohio,Lakota Local,Butler County,45069,West Chester,740,160,14,174,28.5,25.96
HOPEWELL JUNIOR SCHOOL,Ohio,Lakota Local,Butler County,45069,West Chester,515,105,23,128,23.75,21.68
HOPEWELL-LOUDON LOCAL ELEMENTARY SCHOOL,Ohio,Hopewell-Loudon Local,Seneca County,44809,Bascom,421,–,–,–,24,17.54
HOPEWELL-LOUDON LOCAL HIGH SCHOOL,Ohio,Hopewell-Loudon Local,Seneca County,44809,Bascom,407,113,45,158,19.51,20.86
HOPKINS ELEMENTARY SCHOOL,Ohio,Mentor Exempted Village,Lake County,44060,Mentor,492,48,18,66,26,18.92
HORACE MANN ELEMENTARY SCHOOL,Ohio,Lakewood City,Cuyahoga County,44107,Lakewood,304,107,18,125,18.75,16.21
HORACE MANN ELEMENTARY SCHOOL,Ohio,Dayton City,Montgomery County,45419,Dayton,408,–,–,–,24,17
HORIZON SCIENCE ACAD CLEVELAND,Ohio,Horizon Science Acad Cleveland,Cuyahoga County,44103,Cleveland,430,261,41,302,37,11.62
HORIZON SCIENCE ACADEMY COLUMBUS,Ohio,Horizon Science Academy Columbus,Franklin County,43229,Columbus,499,337,23,360,28,17.82
HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE SCHOOL,Ohio,Horizon Science Academy Columbus Middle School,Franklin County,43229,Columbus,522,406,31,437,33,15.82
HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Ohio,Horizon Science Academy Dayton Downtown,Montgomery County,45403,Dayton,232,–,–,–,18,12.89
HORIZON SCIENCE ACADEMY DAYTON HIGH SCHOOL,Ohio,Horizon Science Academy Dayton High School,Montgomery County,45415,Dayton,336,285,27,312,24,14
HORIZON SCIENCE ACADEMY ELEMENTARY SCHOOL,Ohio,Horizon Science Academy Elementary School,Franklin County,43231,Columbus,485,–,–,–,27,17.96
HORIZON SCIENCE ACADEMY LORAIN,Ohio,Horizon Science Academy Lorain,Lorain County,44052,Lorain,734,–,–,–,46,15.96
HORIZON SCIENCE ACADEMY PRIMARY,OHIO,Horizon Science Academy Primary,Franklin County,43231,Columbus,263,202,21,223,16,16.44
